id_clave_prod_serv,clave_prod_serv,cve_segmento,cve_familia,cve_clase,cve_mercancia,descripcion
23577,"42295424","42","29","54","24","Kits de afeitado o cuchillas de preparación o corta uñas para uso quirúrgico"
23578,"42295425","42","29","54","25","Palitos o lápices o cristales de nitrato de plata para uso quirúrgico"
23579,"42295426","42","29","54","26","Trampas o contenedores de recolección de especímenes para uso quirúrgico"
23580,"42295427","42","29","54","27","Cepillos para instrumentos estériles o estiletes instrumentales o pañitos limpiadores de instrumentos para uso quirúrgico"
23581,"42295428","42","29","54","28","Tubos o accesorios de irrigación o succión para uso quirúrgico"
23582,"42295431","42","29","54","31","Cortinas transparentes de incisión o bolsas para instrumentos para uso quirúrgico"
23583,"42295433","42","29","54","33","Catéteres urológicos o accesorios para uso quirúrgico"
23584,"42295435","42","29","54","35","Protectores o escudos para oídos"
23585,"42295436","42","29","54","36","Anillos de anastomosis"
23586,"42295437","42","29","54","37","Sets de utensilios o gabinetes o accesorios para uso quirúrgico"
23587,"42295439","42","29","54","39","Alisadores de hueso para uso ortopédico"
23588,"42295440","42","29","54","40","Adaptadores de catéteres endoscópicos"
23589,"42295441","42","29","54","41","Sets de recuperación para uso quirúrgico"
23590,"42295445","42","29","54","45","Insertos de bandejas para aparatos quirúrgicos"
23591,"42295446","42","29","54","46","Retenedores de órganos internos"
23592,"42295448","42","29","54","48","Guardas de salpicaduras o accesorios para uso quirúrgico"
23593,"42295450","42","29","54","50","Cargadores de baldes o accesorios para uso quirúrgico"
23594,"42295451","42","29","54","51","Guantes de preparación para uso quirúrgico"
23595,"42295452","42","29","54","52","Tazas de preparación para uso quirúrgico"
23596,"42295453","42","29","54","53","Drenajes o sets o accesorios para uso quirúrgico"
23597,"42295454","42","29","54","54","Protectores de mano para uso quirúrgico"
23598,"42295455","42","29","54","55","Kits de resina para reparación craneal"
23599,"42295456","42","29","54","56","Fieltros para uso quirúrgico"
23600,"42295457","42","29","54","57","Lentes o capuchas de cascos para uso quirúrgico"
23601,"42295458","42","29","54","58","Equipos para secar o empolvar guantes quirúrgicos"
23602,"42295459","42","29","54","59","Dispositivos para decantar fluidos para uso quirúrgico"
23603,"42295460","42","29","54","60","Capas protectoras para implantes ortopédicos"
23604,"42295461","42","29","54","61","Pegamento para tejidos o sistemas o aplicadores o accesorios"
23605,"42295462","42","29","54","62","Catéteres uro dinámicos o accesorios"
23606,"42295463","42","29","54","63","Catéteres uretrales"
23607,"42295464","42","29","54","64","Solución para preservación de órganos"
23608,"42295465","42","29","54","65","Sistema de monitoreo neurofisiológico"
23609,"42295466","42","29","54","66","Cemento para huesos para uso quirúrgico"
23610,"42295467","42","29","54","67","Mezcladora de cemento para huesos para uso quirúrgico"
23611,"42295468","42","29","54","68","Inyector de cemento para huesos o accesorios para uso quirúrgico"
23612,"42295469","42","29","54","69","Kits de cemento para huesos o accesorios para uso quirúrgico"
23613,"42295470","42","29","54","70","Sistema de concentración de plaquetas"
23614,"42295471","42","29","54","71","Sistema de aspiración de médula ósea"
23615,"42295500","42","29","55","00","Implantes quirúrgico y ensanchadores y extensores y alambres quirúrgicos y productos relacionados"
23616,"42295502","42","29","55","02","Implantes de tejido humano"
23617,"42295503","42","29","55","03","Puertos de infusión implantables o accesorios"
23618,"42295505","42","29","55","05","Implantes oftálmicos"
23619,"42295506","42","29","55","06","Implantes maxilofaciales bucales o sets"
23620,"42295508","42","29","55","08","Implantes para otolaringología o sets"
23621,"42295509","42","29","55","09","Implantes plásticos o cosméticos o expansores de tejidos o sets"
23622,"42295510","42","29","55","10","Barreras de adhesión para uso quirúrgico"
23623,"42295511","42","29","55","11","Estimuladores de hueso para uso quirúrgico"
23624,"42295512","42","29","55","12","Derivaciones implantables o extensores de derivaciones para uso quirúrgico"
23625,"42295513","42","29","55","13","Productos de malla o de barreras de tejido para uso quirúrgico"
23626,"42295514","42","29","55","14","Láminas de silicona"
23627,"42295515","42","29","55","15","Implantes de tejidos sintéticos"
23628,"42295516","42","29","55","16","Implantes urológicos o sets"
23629,"42295517","42","29","55","17","Extensores cardiovasculares"
23630,"42295518","42","29","55","18","Protectores de ganchos"
23631,"42295519","42","29","55","19","Kit de preparación para prótesis de pene"
23632,"42295520","42","29","55","20","Kit de ventriculostomía"
23633,"42295521","42","29","55","21","Implante gastrointestinal"
23634,"42295522","42","29","55","22","Estimulador de nervios implantable"
23635,"42295523","42","29","55","23","Implante o eslinga ginecológica"
23636,"42295524","42","29","55","24","Lente intraocular iol"
23637,"42295525","42","29","55","25","Implante de tejido biológico"
23638,"42295526","42","29","55","26","Sistema de implantes de pelo"
23639,"42295600","42","29","56","00","Productos y accesorios de drenaje de fluido cerebroespinal"
23640,"42295601","42","29","56","01","Catéter o adaptador de drenaje ventricular cerebral"
23641,"42295602","42","29","56","02","Bolsa o reservorio de drenaje ventricular cerebral externa"
23642,"42295603","42","29","56","03","Drenaje de fluido cerebroespinal lumbar o kit"
23643,"42295800","42","29","58","00","Sistemas y accesorios de termo - ablación quirúrgica"
23644,"42295801","42","29","58","01","Casete de ablación térmica para uso quirúrgico"
23645,"42295802","42","29","58","02","Set de tubos de ablación térmica para uso quirúrgico"
23646,"42295803","42","29","58","03","Catéteres de ablación térmica para uso quirúrgico"
23647,"42295900","42","29","59","00","Stents quirúrgicos"
23648,"42295901","42","29","59","01","Stents gastrointestinales"
23649,"42295902","42","29","59","02","Stents traqueales"
23650,"42295903","42","29","59","03","Stents urológicos"
23651,"42295904","42","29","59","04","Stents uterinos o vaginales"
23652,"42295905","42","29","59","05","Endoprótesis o stents de pared o tubos"
23653,"42295906","42","29","59","06","Stents esofágicos"
23654,"42296000","42","29","60","00","Implantes cardiovasculares"
23655,"42296001","42","29","60","01","Válvula aórtica"
23656,"42296002","42","29","60","02","Conducto cardiovascular"
23657,"42296003","42","29","60","03","Válvula mitral"
23658,"42296004","42","29","60","04","Válvula tricúspide"
23659,"42296005","42","29","60","05","Anillo de anuloplastia"
23660,"42296006","42","29","60","06","Gancho vascular"
23661,"42296007","42","29","60","07","Oclusor cardiovascular"
23662,"42296008","42","29","60","08","Válvula pulmonar"
23663,"42296100","42","29","61","00","Implantes neuroquirúrgicos"
23664,"42296101","42","29","61","01","Clip implantable para aneurisma"
23665,"42296102","42","29","61","02","Clip temporal para aneurisma"
23666,"42296103","42","29","61","03","Reemplazo dural o dispositivo de reparación"
23667,"42296104","42","29","61","04","Placa craneal o cubierta de orificio de broca"
23668,"42296105","42","29","61","05","Malla craneal"
23669,"42296106","42","29","61","06","Gancho de reparación de nervios"
23670,"42296107","42","29","61","07","Pinza craneal"
23671,"42296200","42","29","62","00","Equipo y accesorios de robótica quirúrgica y productos relacionados"
23672,"42296201","42","29","62","01","Instrumentos robóticos de aplicación de clips para uso quirúrgico"
23673,"42296202","42","29","62","02","Instrumentos robóticos de disección para uso quirúrgico"
23674,"42296203","42","29","62","03","Instrumentos robóticos de electro cauterización para uso quirúrgico"
23675,"42296204","42","29","62","04","Agarradores o fórceps robóticos para uso quirúrgico"
23676,"42296205","42","29","62","05","Instrumentos robóticos de gancho para uso quirúrgico"
23677,"42296206","42","29","62","06","Empujador de nudos o sistema de entrega robótico para uso quirúrgico"
23678,"42296207","42","29","62","07","Conductor de aguja robótico para uso quirúrgico"
23679,"42296208","42","29","62","08","Instrumento robótico de retracción para uso quirúrgico"
23680,"42296209","42","29","62","09","Escalpelo y cuchilla robótica para uso quirúrgico"
23681,"42296210","42","29","62","10","Tijeras robóticas para uso quirúrgico"
23682,"42296211","42","29","62","11","Instrumento robótico de energía ultrasónica para uso quirúrgico"
23683,"42296212","42","29","62","12","Trocar o funda u obturador o cánula robótica para uso quirúrgico"
23684,"42301500","42","30","15","00","Ayudas para formación médica"
23685,"42301501","42","30","15","01","Modelos humanos anatómicos para educación o entrenamiento médico"
23686,"42301502","42","30","15","02","Maniquíes humanos anatómicos para educación o entrenamiento médico"
23687,"42301503","42","30","15","03","Ayudas de entrenamiento para resucitación cardiopulmonar cpr"
23688,"42301504","42","30","15","04","Kits para educación o entrenamiento médico"
23689,"42301505","42","30","15","05","Portapapeles para enfermeras o médicos"
23690,"42301506","42","30","15","06","Estetoscopios de doble audífono"
23691,"42301507","42","30","15","07","Videos de entrenamiento para la educación del personal médico"
23692,"42301508","42","30","15","08","Videos de operación o de instrucciones para equipos médicos"
23693,"42311500","42","31","15","00","Vendas y vendajes y productos relacionados"
23694,"42311501","42","31","15","01","Clips para vendajes o compresas"
23695,"42311502","42","31","15","02","Kits de inicio de vendajes o compresas"
23696,"42311503","42","31","15","03","Enrolladores de vendajes"
23697,"42311504","42","31","15","04","Vendajes o compresas para el cuidado de quemaduras"
23698,"42311505","42","31","15","05","Vendajes o compresas para uso general"
23699,"42311506","42","31","15","06","Vendas o compresas de compresión o presión"
23700,"42311508","42","31","15","08","Bandejas para compresas"
23701,"42311510","42","31","15","10","Vendajes de espuma"
23702,"42311511","42","31","15","11","Vendajes de gasa"
23703,"42311512","42","31","15","12","Esponjas de gasa"
23704,"42311513","42","31","15","13","Compresas de gel"
23705,"42311514","42","31","15","14","Vendajes germicidas"
23706,"42311515","42","31","15","15","Vendajes hidrocoloides"
23707,"42311517","42","31","15","17","Adhesivos líquidos para vendajes o compresas"
23708,"42311518","42","31","15","18","Parches o almohadillas para los ojos para uso médico"
23709,"42311519","42","31","15","19","Tiras no adhesivas para uso médico"
23710,"42311520","42","31","15","20","Cintas no adhesivas para uso médico"
23711,"42311521","42","31","15","21","Compresas de presión negativa"
23712,"42311522","42","31","15","22","Compresas oclusivas"
23713,"42311523","42","31","15","23","Vendajes de pasta"
23714,"42311524","42","31","15","24","Compresas de petrolato"
23715,"42311527","42","31","15","27","Compresas de película transparente"
23716,"42311528","42","31","15","28","Sistemas de compresas húmedas"
23717,"42311531","42","31","15","31","Cubiertas para compresas"
23718,"42311537","42","31","15","37","Tijeras para vendajes o sus suministros"
23719,"42311538","42","31","15","38","Kits de hiperalimentación"
23720,"42311539","42","31","15","39","Aplicadores de vendajes"
23721,"42311540","42","31","15","40","Compresas de alginato"
23722,"42311541","42","31","15","41","Compresas biológicas"
23723,"42311542","42","31","15","42","Compresas de control de olor"
23724,"42311543","42","31","15","43","Retenedor de vendajes"
23725,"42311600","42","31","16","00","Agentes hemoestáticos tópicos exógenos"
23726,"42311601","42","31","16","01","Esponjas de gelatina absorbible"
23727,"42311602","42","31","16","02","Cera para huesos"
23728,"42311603","42","31","16","03","Celulosa oxidada"
23729,"42311604","42","31","16","04","Hemostáticos de colágeno micro fibrilar"
23730,"42311605","42","31","16","05","Parche no absorbible de trombina"
23731,"42311700","42","31","17","00","Cintas adhesivas médicas y quirúrgicas y productos relacionados para el uso en especialidades"
23732,"42311702","42","31","17","02","Cintas umbilicales para bebés"
23733,"42311703","42","31","17","03","Cintas médicas o quirúrgicas para pegar la piel"
23734,"42311704","42","31","17","04","Dispensadores de cinta médica o quirúrgica"
23735,"42311705","42","31","17","05","Removedores de cinta médica o quirúrgica"
23736,"42311707","42","31","17","07","Cintas de tejido para uso quirúrgico"
23737,"42311708","42","31","17","08","Cintas adherentes médicas o quirúrgicas para uso general"
23738,"42311900","42","31","19","00","Drenajes médicos de incisión y bolsas de drenaje y depósitos y productos relacionados"
23739,"42311901","42","31","19","01","Accesorios de drenaje para uso médico"
23740,"42311902","42","31","19","02","Bolsas o reservorios de drenaje de incisiones para uso médico"
23741,"42311903","42","31","19","03","Drenajes de incisión para uso médico"
23742,"42312000","42","31","20","00","Cierre de tejidos médicos y productos relacionados"
23743,"42312001","42","31","20","01","Cierres de mariposa para piel"
23744,"42312002","42","31","20","02","Clips para cierre de piel"
23745,"42312003","42","31","20","03","Tiras de cierre para la piel o para heridas"
23746,"42312004","42","31","20","04","Removedores de pegamento o adhesivo para uso médico"
23747,"42312005","42","31","20","05","Adhesivos o pegamentos de cierre de piel para uso médico"
23748,"42312006","42","31","20","06","Aplicadores de clip para uso interno para uso médico"
23749,"42312007","42","31","20","07","Clips de uso interno para uso médico"
23750,"42312008","42","31","20","08","Removedores de ganchos o clips para uso médico"
23751,"42312009","42","31","20","09","Cosedoras para uso interno"
23752,"42312010","42","31","20","10","Cosedoras para cierre de piel"
23753,"42312011","42","31","20","11","Ganchos para uso interno"
23754,"42312012","42","31","20","12","Ganchos para cierre de piel"
23755,"42312014","42","31","20","14","Kits de cierre de tejidos o bandejas o paquetes o sets"
23756,"42312100","42","31","21","00","Suministros de ostomía y productos no quirúrgicos de drenaje de heridas"
23757,"42312101","42","31","21","01","Adhesivos para aplicación en ostomía"
23758,"42312102","42","31","21","02","Aplicaciones para ostomía"
23759,"42312103","42","31","21","03","Limpiadores o desodorantes para ostomía"
23760,"42312104","42","31","21","04","Suministros de recolección para ostomía"
23761,"42312105","42","31","21","05","Kits de barreras de piel o cuidado protector para ostomía"
23762,"42312106","42","31","21","06","Insertos para ostomía"
23763,"42312107","42","31","21","07","Obleas para ostomía"
23764,"42312108","42","31","21","08","Bolsas de drenaje para ostomía"
23765,"42312109","42","31","21","09","Anillos de bolsa para ostomía"
23766,"42312110","42","31","21","10","Kits de inicio para ostomía"
23767,"42312111","42","31","21","11","Fundas de bolsa para ostomía"
23768,"42312112","42","31","21","12","Cinturón o accesorios para ostomía"
23769,"42312113","42","31","21","13","Tapones de bolsa para ostomía"
23770,"42312115","42","31","21","15","Mangas de irrigación para ostomía"
23771,"42312200","42","31","22","00","Sutura y productos relacionados"
23772,"42312201","42","31","22","01","Suturas"
23773,"42312202","42","31","22","02","Kits o bandejas o paquetes o sets para sutura"
23774,"42312203","42","31","22","03","Botones o puentes o accesorios relacionados para sutura"
23775,"42312204","42","31","22","04","Botas y dispositivos de captura para sutura"
23776,"42312205","42","31","22","05","Carritos o estantes para sutura"
23777,"42312206","42","31","22","06","Agujas para sutura"
23778,"42312207","42","31","22","07","Kits de remoción o bandejas o paquetes o sets para sutura"
23779,"42312208","42","31","22","08","Removedores de suturas"
23780,"42312300","42","31","23","00","Productos para limpiar la herida y desbridamiento"
23781,"42312301","42","31","23","01","Absorbentes para limpieza de heridas"
23782,"42312302","42","31","23","02","Esponjas de debridación"
23783,"42312303","42","31","23","03","Sistemas de lavado pulsado o accesorios relacionados para el tratamiento de heridas"
23784,"42312304","42","31","23","04","Productos de debridación autolítica para uso médico"
23785,"42312305","42","31","23","05","Productos de debridación enzimática para uso médico"
23786,"42312306","42","31","23","06","Productos de debridación mecánica para uso médico"
23787,"42312307","42","31","23","07","Productos de debridación quirúrgica para uso médico"
23788,"42312309","42","31","23","09","Sistemas de irrigación de heridas"
23789,"42312310","42","31","23","10","Botellas limpiadoras"
23790,"42312311","42","31","23","11","Kits de desinfectantes"
23791,"42312312","42","31","23","12","Bandejas de cuidado de heridas o de limpieza"
23792,"42312313","42","31","23","13","Soluciones de limpieza de heridas"
23793,"42312400","42","31","24","00","Productos para la curación de heridas"
23794,"42312401","42","31","24","01","Relleno de alginato de calcio para heridas"
23795,"42312402","42","31","24","02","Férulas o stents nasales"
23796,"42312403","42","31","24","03","Tiras de relleno para cuidado de heridas"
23797,"42312500","42","31","25","00","Dispositivos de sujeción de heridas, y accesorios y suministros"
23798,"42312501","42","31","25","01","Ligaduras de soporte mamario"
23799,"42312502","42","31","25","02","Ligaduras abdominales"
23800,"42312503","42","31","25","03","Soportes para escroto"
23801,"42312504","42","31","25","04","Prenda de soporte facial"
23802,"42312600","42","31","26","00","Productos de terapia de presión negativa para heridas"
23803,"42312601","42","31","26","01","Equipo de terapia de presión negativa para heridas"
23804,"42312602","42","31","26","02","Kits o sistemas de terapia de presión negativa para heridas"
23805,"42312700","42","31","27","00","Productos de terapia de oxígeno para heridas tópicas"
23806,"42312701","42","31","27","01","Cámara de uso único de terapia de oxígeno para heridas tópicas"
23807,"42321500","42","32","15","00","Implantes de trauma ortopédico"
23808,"42321501","42","32","15","01","Alambre quirúrgico ortopédico"
23809,"42321502","42","32","15","02","Guía de alambre ortopédico o gancho guía o varilla guía"
23810,"42321503","42","32","15","03","Extensor de gancho óseo o sustituto"
23811,"42321504","42","32","15","04","Clavo intramedular"
23812,"42321505","42","32","15","05","Placas óseas"
23813,"42321506","42","32","15","06","Destornillador óseo"
23814,"42321507","42","32","15","07","Set de fijación interna"
23815,"42321508","42","32","15","08","Tuercas ortopédicas"
23816,"42321509","42","32","15","09","Lavadora ortopédica"
23817,"42321510","42","32","15","10","Tapa ortopédica"
23818,"42321512","42","32","15","12","Pernos de fijación ósea"
23819,"42321513","42","32","15","13","Perno o alambre de fijación temporal"
23820,"42321514","42","32","15","14","Grapa de fijación ósea"
23821,"42321515","42","32","15","15","Hoja de sierra intramedular"
23822,"42321516","42","32","15","16","Tornillo de cierre intramedular"
23823,"42321600","42","32","16","00","Implantes espinales"
23824,"42321601","42","32","16","01","Disco intervertebral"
23825,"42321602","42","32","16","02","Cable espinal"
23826,"42321603","42","32","16","03","Balón de cifoplastia"
23827,"42321604","42","32","16","04","Dispositivo de unión cruzada espinal"
23828,"42321605","42","32","16","05","Armazón intracorpórea espinal"
23829,"42321606","42","32","16","06","Dispositivo de descompresión espinal"
23830,"42321607","42","32","16","07","Gancho espinal"
23831,"42321608","42","32","16","08","Dispositivo de fusión intracorpórea"
23832,"42321609","42","32","16","09","Varilla espinal"
23833,"42321610","42","32","16","10","Destornillador espinal"
23834,"42321611","42","32","16","11","Placa espinal"
23835,"42321612","42","32","16","12","Anillo de manga o tapa de extremo espinal"
23836,"42321613","42","32","16","13","Tornillo múltiple o bloqueador espinal"
23837,"42321614","42","32","16","14","Perno espinal"
23838,"42321615","42","32","16","15","Silla o cuna espinal"
23839,"42321616","42","32","16","16","Conector o acoplador espinal"
23840,"42321617","42","32","16","17","Grapa espinal"
23841,"42321618","42","32","16","18","Lavadora espinal"
23842,"42321619","42","32","16","19","Restrictor de cemento espinal"
23843,"42321620","42","32","16","20","Perno espinal"
23844,"42321621","42","32","16","21","Tornillo o alambre de fijación espinal temporal"
23845,"42321622","42","32","16","22","Kit o sistema de implante espinal"
23846,"42321700","42","32","17","00","Implantes de cadera"
23847,"42321701","42","32","17","01","Tapa acetabular de una pieza"
23848,"42321702","42","32","17","02","Concha acetabular"
23849,"42321703","42","32","17","03","Revestimiento de taza acetabular"
23850,"42321704","42","32","17","04","Cabeza femoral"
23851,"42321705","42","32","17","05","Centralizador distal de tallo femoral"
23852,"42321706","42","32","17","06","Extensión de vástago de la cadera femoral"
23853,"42321707","42","32","17","07","Kit o sistema de reemplazo total de cadera"
23854,"42321708","42","32","17","08","Vástago de la cadera femoral"
23855,"42321709","42","32","17","09","Prótesis hemiartroplástica de cadera de una pieza"
23856,"42321710","42","32","17","10","Adaptador de componente de cadera modular femoral"
23857,"42321711","42","32","17","11","Componente femoral resurgente"
23858,"42321712","42","32","17","12","Centralizador proximal de tallo femoral"
23859,"42321713","42","32","17","13","Tornillo acetabular"
23860,"42321714","42","32","17","14","Aumento acetabular"
23861,"42321715","42","32","17","15","Componente de cadera bipolar o unipolar"
23862,"42321716","42","32","17","16","Restrictor de cemento de canal femoral"
23863,"42321717","42","32","17","17","Tornillo componente de cadera"
23864,"42321718","42","32","17","18","Armazón acetabular"
23865,"42321719","42","32","17","19","Malla acetabular"
23866,"42321720","42","32","17","20","Cubierta de orificio de tornillo acetabular"
23867,"42321721","42","32","17","21","Eliminador o tapón de orificio acetabular"
23868,"42321722","42","32","17","22","Anillo acetabular"
23869,"42321723","42","32","17","23","Cuello femoral"
23870,"42321800","42","32","18","00","Implantes de rodilla"
23871,"42321801","42","32","18","01","Componente de rodilla femoral"
23872,"42321802","42","32","18","02","Tallo de extensión de rodilla femoral"
23873,"42321803","42","32","18","03","Tallo de extensión de tibia"
23874,"42321804","42","32","18","04","Implante de rótula"
23875,"42321805","42","32","18","05","Placa de base para la tibia"
23876,"42321806","42","32","18","06","Inserto para la tibia"
23877,"42321808","42","32","18","08","Kit o sistema de remplazo total de rodilla"
23878,"42321809","42","32","18","09","Aumento de tibia o fémur o rótula"
23879,"42321810","42","32","18","10","Tornillo de placa de base de la tibia"
23880,"42321811","42","32","18","11","Tornillo de conexión de aumento"
23881,"42321812","42","32","18","12","Espaciador de articulación de rodilla"
23882,"42321813","42","32","18","13","Cuña de rodilla femoral"
23883,"42321900","42","32","19","00","Implantes de hombro"
23884,"42321902","42","32","19","02","Cabeza de húmero"
23885,"42321903","42","32","19","03","Tallo de húmero"
23886,"42321904","42","32","19","04","Componente de húmero resurgente"
23887,"42321905","42","32","19","05","Esfera glenoidea"
23888,"42321906","42","32","19","06","Componente de fijación glenoidea"
23889,"42321907","42","32","19","07","Revestimiento o protector de inserto de húmero"
23890,"42321908","42","32","19","08","Restrictor de cemento para el canal humeral"
23891,"42321909","42","32","19","09","Concha o receptáculo humeral"
23892,"42321910","42","32","19","10","Centralizador o manga de tallo humeral"
23893,"42321911","42","32","19","11","Cuerpo humeral"
23894,"42321912","42","32","19","12","Kit o sistema de remplazo total o parcial de hombro"
23895,"42322000","42","32","20","00","Implantes ortopédicos de articulaciones distales"
23896,"42322001","42","32","20","01","Implante de articulación de tobillo"
23897,"42322002","42","32","20","02","Implante de articulación de muñeca"
23898,"42322003","42","32","20","03","Implante de articulación de codo"
23899,"42322004","42","32","20","04","Implante de articulación de dedo"
23900,"42322005","42","32","20","05","Implante de articulación de dedos del pie"
23901,"42322006","42","32","20","06","Varilla o espaciador de tendones"
23902,"42322100","42","32","21","00","Implantes ortopédicos de prueba"
23903,"42322101","42","32","21","01","Implante de ensayo de rodilla"
23904,"42322102","42","32","21","02","Implante de ensayo de cadera"
23905,"42322103","42","32","21","03","Implante de ensayo de hombro"
23906,"42322104","42","32","21","04","V de articulación distal"
23907,"42322105","42","32","21","05","Implante de ensayo de columna"
23908,"42322106","42","32","21","06","Implante de ensayo de trauma"
23909,"42322200","42","32","22","00","Productos para la fijación de tejidos blandos"
23910,"42322201","42","32","22","01","Tornillo de interferencia"
23911,"42322202","42","32","22","02","Anclaje no suturado de tejidos blandos"
23912,"42322203","42","32","22","03","Anclaje de sutura"
23913,"42322204","42","32","22","04","Lavador de fijación de tejidos blandos"
23914,"42322205","42","32","22","05","Perno de fijación de tejidos blandos"
23915,"42322206","42","32","22","06","Grapa de tejidos blandos"
23916,"43191500","43","19","15","00","Dispositivos de comunicación personal"
23917,"43191501","43","19","15","01","Teléfonos móviles"
23918,"43191502","43","19","15","02","Busca personas"
23919,"43191503","43","19","15","03","Teléfonos de pago"
23920,"43191504","43","19","15","04","Teléfonos fijos"
23921,"43191505","43","19","15","05","Máquinas contestadoras"
23922,"43191507","43","19","15","07","Teléfonos para propósitos especiales"
23923,"43191508","43","19","15","08","Teléfonos digitales"
23924,"43191509","43","19","15","09","Teléfonos análogos"
23925,"43191510","43","19","15","10","Radios de dos vías"
23926,"43191511","43","19","15","11","Teléfonos ip"
23927,"43191512","43","19","15","12","Teléfonos inalámbricos de telecomunicaciones inalámbricas digitales optimizadas dect"
23928,"43191513","43","19","15","13","Video teléfono"
23929,"43191514","43","19","15","14","Teléfono satelital"
23930,"43191515","43","19","15","15","Teléfono manos libres"
23931,"43191516","43","19","15","16","Sistema de conmutador telefónico"
23932,"43191600","43","19","16","00","Partes o accesorios de dispositivos de comunicación personal"
23933,"43191601","43","19","16","01","Placas frontales de teléfonos móviles"
23934,"43191602","43","19","16","02","Marcadores de teléfonos"
23935,"43191603","43","19","16","03","Cables de extensión para teléfonos"
23936,"43191604","43","19","16","04","Placas frontales de teléfonos"
23937,"43191605","43","19","16","05","Cables para auriculares de teléfonos"
23938,"43191606","43","19","16","06","Auriculares de teléfonos"
23939,"43191607","43","19","16","07","Almohadillas para el oído o el parlante de los auriculares de teléfonos"
23940,"43191608","43","19","16","08","Tubos de voz para los auriculares de teléfonos"
23941,"43191609","43","19","16","09","Teléfonos de diadema"
23942,"43191610","43","19","16","10","Soportes o sujetadores o puestos de comunicación personal"
23943,"43191611","43","19","16","11","Protectores de líneas telefónicas"
23944,"43191612","43","19","16","12","Descansa teléfonos"
23945,"43191614","43","19","16","14","Convertidores de voz para teléfonos"
23946,"43191615","43","19","16","15","Set telefónico manos libres para vehículos"
23947,"43191616","43","19","16","16","Consola central para teléfonos"
23948,"43191618","43","19","16","18","Unidades de grabación de conversaciones"
23949,"43191619","43","19","16","19","Dispositivos de señalización para teléfonos"
23950,"43191621","43","19","16","21","Adaptadores de auriculares"
23951,"43191622","43","19","16","22","Módulos o accesorios de busca personas"
23952,"43191623","43","19","16","23","Teléfono de pago con mecanismos"
23953,"43191624","43","19","16","24","Recipientes de monedas para teléfonos de pago"
23954,"43191625","43","19","16","25","Cajas de monedas para teléfonos de pago"
23955,"43191626","43","19","16","26","Tolvas para teléfonos de pago"
23956,"43191627","43","19","16","27","Puertas de seguridad para las cajas de monedas de teléfonos de pago"
23957,"43191628","43","19","16","28","Protectores de micrófono para teléfonos de pago"
23958,"43191629","43","19","16","29","Pieles o placas frontales para notebook o palm"
23959,"43191630","43","19","16","30","Kits de iniciación para teléfonos móviles"
23960,"43191631","43","19","16","31","Clavijas de adaptadores o kits de campo o kits de viaje para teléfonos o módems"
23961,"43191632","43","19","16","32","Antenas para teléfonos"
23962,"43191633","43","19","16","33","Subconjuntos para conmutadores telefónicos"
23963,"43191634","43","19","16","34","Tablero de extensión para conmutador telefónico"
23964,"43201400","43","20","14","00","Tarjetas del sistema"
23965,"43201401","43","20","14","01","Tarjetas aceleradoras de gráficas o video"
23966,"43201402","43","20","14","02","Tarjetas de módulos de memoria"
23967,"43201403","43","20","14","03","Tarjetas de módem"
23968,"43201404","43","20","14","04","Tarjetas de interface de red"
23969,"43201405","43","20","14","05","Tarjetas receptoras de red óptica"
23970,"43201406","43","20","14","06","Tarjetas transmisoras de red óptica"
23971,"43201407","43","20","14","07","Tarjetas periféricas controladoras"
23972,"43201409","43","20","14","09","Tarjetas de interface de red inalámbrica"
23973,"43201410","43","20","14","10","Tarjetas o puertos de interruptor"
23974,"43201411","43","20","14","11","Tarjeta de interconexión de componente periférico pci"
23975,"43201412","43","20","14","12","Tarjeta pcmcia o pc"
23976,"43201413","43","20","14","13","Tarjeta debanda magnética"
23977,"43201414","43","20","14","14","Protector de disco duro"
23978,"43201415","43","20","14","15","Tarjeta de módulo de identidad del suscriptor sim"
23979,"43201416","43","20","14","16","Tablero de adquisición de datos"
23980,"43201417","43","20","14","17","Tableros multimedia integrados"
23981,"43201500","43","20","15","00","Módulos o interfaces de procesadores de tablero (board) del sistema"
23982,"43201501","43","20","15","01","Tarjetas de interface de telecomunicaciones de modo de transferencia asincrónico atm"
23983,"43201502","43","20","15","02","Tarjetas de aceleración de audio"
23984,"43201503","43","20","15","03","Procesadores de unidad de procesamiento central cpu"
23985,"43201507","43","20","15","07","Placas secundarias"
23986,"43201508","43","20","15","08","Módulo de fibra de compensación de dispersión dcfm"
23987,"43201509","43","20","15","09","Módulos de intercambio de comunicación de datos"
23988,"43201513","43","20","15","13","Placa central de microordenador."
23989,"43201522","43","20","15","22","Tarjetas de puertos paralelos"
23990,"43201531","43","20","15","31","Tarjetas de captura de video"
23991,"43201533","43","20","15","33","Interfaces de interface digital de instrumentos musicales midi"
23992,"43201534","43","20","15","34","Interfaces de componentes de intercambio codec"
23993,"43201535","43","20","15","35","Puertos seriales infrarrojos"
23994,"43201537","43","20","15","37","Servidores de impresoras"
23995,"43201538","43","20","15","38","Enfriadores de unidades de procesamiento central"
23996,"43201539","43","20","15","39","Procesador central controlador de consola"
23997,"43201540","43","20","15","40","Convertidor de canales"
23998,"43201541","43","20","15","41","Procesador central de interface canal a canal"
23999,"43201542","43","20","15","42","Unidad de control"
24000,"43201543","43","20","15","43","Procesador central de instalación de acoplamientos"
