id_clave_prod_serv,clave_prod_serv,cve_segmento,cve_familia,cve_clase,cve_mercancia,descripcion
1,"01010101","01","01","01","01","No existe en el catálogo"
8938,"14101500","14","10","15","00","Materias primas"
8939,"14101501","14","10","15","01","Pulpa de papel"
8940,"14111500","14","11","15","00","Papel de imprenta y papel de escribir"
8941,"14111501","14","11","15","01","Papel cebolla"
8942,"14111502","14","11","15","02","Papel vitela"
8943,"14111503","14","11","15","03","Papel pergamino"
8944,"14111504","14","11","15","04","Papel en formas continuas"
8945,"14111505","14","11","15","05","Papel mimeógrafo"
8946,"14111506","14","11","15","06","Papel para impresión de computadores"
8947,"14111507","14","11","15","07","Papel para impresora o fotocopiadora"
8948,"14111508","14","11","15","08","Papel para fax"
8949,"14111509","14","11","15","09","Papel membreteado"
8950,"14111510","14","11","15","10","Papel para plotter"
8951,"14111511","14","11","15","11","Papel de escritura"
8952,"14111512","14","11","15","12","Papel para gráficos"
8953,"14111513","14","11","15","13","Papel de libro"
8954,"14111514","14","11","15","14","Blocs o cuadernos de papel"
8955,"14111515","14","11","15","15","Papel para sumadora o máquina registradora"
8956,"14111516","14","11","15","16","Repuestos de papel para cuaderno"
8957,"14111518","14","11","15","18","Tarjetas de índice"
8958,"14111519","14","11","15","19","Papeles cartulina"
8959,"14111520","14","11","15","20","Papel secante"
8960,"14111523","14","11","15","23","Papel calcante"
8961,"14111524","14","11","15","24","Papel folio"
8962,"14111525","14","11","15","25","Papel multipropósito"
8963,"14111526","14","11","15","26","Papel libretas o libros de mensajes telefónicos"
8964,"14111527","14","11","15","27","Papel autocopiante"
8965,"14111528","14","11","15","28","Papel magnético"
8966,"14111529","14","11","15","29","Rollos de télex"
8967,"14111530","14","11","15","30","Papel de notas autoadhesivas"
8968,"14111531","14","11","15","31","Papel libros o cuadernos para bitácoras"
8969,"14111532","14","11","15","32","Papel kits de papeles surtidos"
8970,"14111533","14","11","15","33","Papel cuadernillos o formularios de exámenes"
8971,"14111534","14","11","15","34","Papeles para notación musical o manuscritos"
8972,"14111535","14","11","15","35","Papeles para telégrafo"
8973,"14111536","14","11","15","36","Tarjetas de préstamo de bibliotecas"
8974,"14111537","14","11","15","37","Etiquetas de papel"
8975,"14111538","14","11","15","38","Papel digital"
8976,"14111539","14","11","15","39","Papel de monitoreo o calcado o registro médico"
8977,"14111540","14","11","15","40","Papel de estampilla"
8978,"14111541","14","11","15","41","Papel lector de marcas ópticas"
8979,"14111542","14","11","15","42","Papel coreano para papelería"
8980,"14111543","14","11","15","43","Piedra de tinta"
8981,"14111600","14","11","16","00","Papel fantasía"
8982,"14111601","14","11","16","01","Papel o bolsas o cajas de regalo"
8983,"14111604","14","11","16","04","Tarjetas de presentación"
8984,"14111605","14","11","16","05","Tarjetas postales, de saludo o de notas"
8985,"14111606","14","11","16","06","Papel para artes o artesanías"
8986,"14111607","14","11","16","07","Tableros para afiches"
8987,"14111608","14","11","16","08","Certificados de regalo"
8988,"14111609","14","11","16","09","Papel de cubierta"
8989,"14111610","14","11","16","10","Papel de construcción"
8990,"14111611","14","11","16","11","Tarjetas de invitación o de anuncio"
8991,"14111613","14","11","16","13","Papel de pancartas"
8992,"14111614","14","11","16","14","Papel o tejidos de álbum"
8993,"14111615","14","11","16","15","Papeles de afiche"
8994,"14111616","14","11","16","16","Papeles para forrar"
8995,"14111617","14","11","16","17","Papel leathack (verjurado)"
8996,"14111618","14","11","16","18","Papel kent"
8997,"14111700","14","11","17","00","Productos de papel para uso personal"
8998,"14111701","14","11","17","01","Pañuelos faciales"
8999,"14111702","14","11","17","02","Cubiertos de asientos de sanitario"
9000,"14111703","14","11","17","03","Toallas de papel"
9001,"14111704","14","11","17","04","Papel higiénico"
9002,"14111705","14","11","17","05","Servilletas de papel"
9003,"14111706","14","11","17","06","Manteles de papel"
9004,"14111800","14","11","18","00","Papeles de uso comercial"
9005,"14111801","14","11","18","01","Boletas o rollos de boletería"
9006,"14111802","14","11","18","02","Recibos o libros de recibos"
9007,"14111803","14","11","18","03","Comprobantes"
9008,"14111804","14","11","18","04","Facturas o libros de facturas"
9009,"14111805","14","11","18","05","Cheques o chequeras"
9010,"14111806","14","11","18","06","Formularios o cuestionarios de negocios"
9011,"14111807","14","11","18","07","Libros comerciales para múltiples usos"
9012,"14111808","14","11","18","08","Formatos contables o libros de contabilidad"
9013,"14111809","14","11","18","09","Formas o libros de conocimientos de embarque"
9014,"14111810","14","11","18","10","Formatos o libros de personal"
9015,"14111811","14","11","18","11","Formatos o libros de ventas"
9016,"14111812","14","11","18","12","Formatos o libros de inventarios"
9017,"14111813","14","11","18","13","Formatos o libros de correspondencia"
9018,"14111814","14","11","18","14","Formatos o libros de impuestos"
9019,"14111815","14","11","18","15","Tarjetas de identificación"
9020,"14111816","14","11","18","16","Tarjetas de huellas digitales de solicitante"
9021,"14111817","14","11","18","17","Formato de verificación de depósito"
9022,"14111818","14","11","18","18","Papel térmico"
9023,"14111819","14","11","18","19","Formularios p libros de reservas"
9024,"14111820","14","11","18","20","Formas o cupones de juegos de azar"
9025,"14111821","14","11","18","21","Formatos o libros de órdenes"
9026,"14111822","14","11","18","22","Formatos o libros de entregas"
9027,"14111823","14","11","18","23","Formatos o libros de control"
9028,"14111824","14","11","18","24","Libreta de prescripciones farmacéuticas"
9029,"14111825","14","11","18","25","Menú"
9030,"14111826","14","11","18","26","Certificados de nacimiento"
9031,"14111827","14","11","18","27","Certificados de defunción"
9032,"14111828","14","11","18","28","Papelería comercial membreteada"
9033,"14121500","14","12","15","00","Cartón y papel para embalaje"
9034,"14121501","14","12","15","01","Cartón blanqueado"
9035,"14121502","14","12","15","02","Cartón no blanqueado"
9036,"14121503","14","12","15","03","Cartón"
9037,"14121504","14","12","15","04","Papel de empaque"
9038,"14121505","14","12","15","05","Material de fibra"
9039,"14121506","14","12","15","06","Fibra corrugada"
9040,"14121507","14","12","15","07","Papel inhibidor de la corrosión volátil o vci"
9041,"14121600","14","12","16","00","Papel de seda"
9042,"14121601","14","12","16","01","Papel crepé sin blanquear"
9043,"14121602","14","12","16","02","Papel crepé semi blanqueado"
9044,"14121603","14","12","16","03","Pañuelos de papel resistentes a la humedad"
9045,"14121604","14","12","16","04","Pañuelos de papel libres de ácido"
9046,"14121605","14","12","16","05","Pañuelos de papel kraft"
9047,"14121700","14","12","17","00","Papeles laminados"
9048,"14121701","14","12","17","01","Papeles adheridos con película"
9049,"14121702","14","12","17","02","Papeles cilindro o papel pesado multi – capas"
9050,"14121703","14","12","17","03","Hojas de papel aluminio laminado"
9051,"14121800","14","12","18","00","Papeles recubiertos"
9052,"14121801","14","12","18","01","Papeles recubiertos de arcilla"
9053,"14121802","14","12","18","02","Papeles recubiertos de polietileno"
9054,"14121803","14","12","18","03","Papeles recubiertos de poliéster"
9055,"14121804","14","12","18","04","Papeles recubiertos de silicona"
9056,"14121805","14","12","18","05","Papeles recubiertos tratados con látex"
9057,"14121806","14","12","18","06","Papel de parafinado"
9058,"14121807","14","12","18","07","Papel mantequilla"
9059,"14121808","14","12","18","08","Papel para congelador"
9060,"14121809","14","12","18","09","Papel de enmascarar"
9061,"14121810","14","12","18","10","Papeles carbón"
9062,"14121811","14","12","18","11","Papeles de copiado sensibilizados"
9063,"14121812","14","12","18","12","Papel de fotografía"
9064,"14121900","14","12","19","00","Papel prensa y de offset"
9065,"14121901","14","12","19","01","Papel periódico estándar"
9066,"14121902","14","12","19","02","Papel periódico de colores"
9067,"14121903","14","12","19","03","Papel periódico de alto brillo"
9068,"14121904","14","12","19","04","Papel offset"
9069,"14121905","14","12","19","05","Papeles tímpano"
9070,"14122100","14","12","21","00","Papeles de base sin recubrir"
9071,"14122101","14","12","21","01","Papel kraft súper calandrado"
9072,"14122102","14","12","21","02","Papel kraft terminado o satinado en máquina"
9073,"14122103","14","12","21","03","Papel no recubierto no tratado"
9074,"14122104","14","12","21","04","Papel crepé no tratado"
9075,"14122105","14","12","21","05","Papel crepé tratado con látex"
9076,"14122106","14","12","21","06","Papel no recubierto tratado con látex"
9077,"14122107","14","12","21","07","Papel base corrugado"
9078,"14122200","14","12","22","00","Papeles especializados de uso industrial"
9079,"14122201","14","12","22","01","Papel para germinación de semillas"
9080,"14122202","14","12","22","02","Papel para bolsas de te"
9081,"15101500","15","10","15","00","Petróleo y Destilados"
9082,"15101502","15","10","15","02","Kerosene"
9083,"15101503","15","10","15","03","Nafta"
9084,"15101504","15","10","15","04","Combustible de aviación"
9085,"15101505","15","10","15","05","Combustible diesel"
9086,"15101506","15","10","15","06","Gasolina"
9087,"15101507","15","10","15","07","Benceno"
9088,"15101508","15","10","15","08","Petróleo crudo"
9089,"15101509","15","10","15","09","Combustible marítimo"
9090,"15101510","15","10","15","10","Condensado"
9091,"15101511","15","10","15","11","Etanol"
9092,"15101512","15","10","15","12","Coque de petróleo o petcoke"
9093,"15101513","15","10","15","13","Combustible diesel para uso fuera de carretera"
9094,"15101600","15","10","16","00","Combustibles sólidos o gelificados"
9095,"15101601","15","10","16","01","Carbón sub – bituminosos o débil"
9096,"15101602","15","10","16","02","Lignito"
9097,"15101603","15","10","16","03","Turba"
9098,"15101604","15","10","16","04","Coque"
9099,"15101605","15","10","16","05","Carbón de leña o vegetal"
9100,"15101606","15","10","16","06","Combustibles de alcohol gelatinoso"
9101,"15101607","15","10","16","07","Hexaminas"
9102,"15101608","15","10","16","08","Trioxanos"
9103,"15101609","15","10","16","09","Briqueta"
9104,"15101610","15","10","16","10","Carbón de cascara de coco"
9105,"15101611","15","10","16","11","Antracita o carbón duro"
9106,"15101612","15","10","16","12","Carbón metalúrgico"
9107,"15101613","15","10","16","13","Carbón sin procesar"
9108,"15101614","15","10","16","14","Carbón energético"
9109,"15101700","15","10","17","00","Aceites combustibles"
9110,"15101701","15","10","17","01","Fuel oil de calefacción # 2"
9111,"15101702","15","10","17","02","Fuel oils pesados residuales # 4 ó # 6"
9112,"15101800","15","10","18","00","Combustibles o biocombustibles líquidos basados en plantas"
9113,"15101801","15","10","18","01","Biodiesel"
9114,"15111500","15","11","15","00","Combustibles gaseosos"
9115,"15111501","15","11","15","01","Propano"
9116,"15111502","15","11","15","02","Metano"
9117,"15111503","15","11","15","03","Propileno"
9118,"15111504","15","11","15","04","Etileno"
9119,"15111505","15","11","15","05","Butano"
9120,"15111506","15","11","15","06","Acetileno"
9121,"15111507","15","11","15","07","Gas de agua o gas productor"
9122,"15111508","15","11","15","08","Gas de carbón"
9123,"15111509","15","11","15","09","Gas metilacetileno propadieno mapp"
9124,"15111510","15","11","15","10","Gas licuado de petróleo"
9125,"15111511","15","11","15","11","Gas natural licuado gnl"
9126,"15111700","15","11","17","00","Aditivos para carburante"
9127,"15111701","15","11","17","01","Espesantes de combustible"
9128,"15111702","15","11","17","02","Inhibidores de hielo para sistemas de combustibles"
9129,"15121500","15","12","15","00","Preparados lubricantes"
9130,"15121501","15","12","15","01","Aceite motor"
9131,"15121502","15","12","15","02","Aceite de corte"
9132,"15121503","15","12","15","03","Aceite de engranajes"
9133,"15121504","15","12","15","04","Aceite hidráulico"
9134,"15121505","15","12","15","05","Aceite de transformador o aislador"
9135,"15121508","15","12","15","08","Aceite de transmisión"
9136,"15121509","15","12","15","09","Aceite de frenos"
9137,"15121510","15","12","15","10","Anti – excoriación"
9138,"15121511","15","12","15","11","Pastas de ensamble"
9139,"15121512","15","12","15","12","Anti adhesivos"
9140,"15121513","15","12","15","13","Lubricantes de grafito"
9141,"15121514","15","12","15","14","Lubricantes espray"
9142,"15121515","15","12","15","15","Compuestos anti – adherentes o anti – manchas"
9143,"15121516","15","12","15","16","Eliminador de fugas"
9144,"15121517","15","12","15","17","Jabones lubricantes"
9145,"15121518","15","12","15","18","Fluidos de amortiguación"
9146,"15121519","15","12","15","19","Aceites de lubricación de relojes"
9147,"15121520","15","12","15","20","Lubricantes de propósito general"
9148,"15121521","15","12","15","21","Aceites para lubricación de bombas"
9149,"15121522","15","12","15","22","Aceites para lubricación de armas"
9150,"15121523","15","12","15","23","Fluidos para preparación de lentes"
9151,"15121524","15","12","15","24","Aceites de templado"
9152,"15121525","15","12","15","25","Aceite atemperante"
9153,"15121526","15","12","15","26","Lubricantes para equipo de procesamiento de alimentos"
9154,"15121527","15","12","15","27","Aceite de turbina"
9155,"15121528","15","12","15","28","Fluido hidráulico resistente al fuego"
9156,"15121529","15","12","15","29","Aceite para máquinas de refrigeración"
9157,"15121530","15","12","15","30","Aceite o fluido de transferencia de calor"
9158,"15121800","15","12","18","00","Anticorrosivos"
9159,"15121801","15","12","18","01","Repelente de humedad"
9160,"15121802","15","12","18","02","Lubricante anti – corrosión"
9161,"15121803","15","12","18","03","Removedor de óxido"
9162,"15121804","15","12","18","04","Preparación contra óxido"
9163,"15121805","15","12","18","05","Pastas anti – soldado"
9164,"15121806","15","12","18","06","Aceites penetrantes"
9165,"15121807","15","12","18","07","Anticongelante"
9166,"15121900","15","12","19","00","Grasas"
9167,"15121901","15","12","19","01","Grasa de silicona"
9168,"15121902","15","12","19","02","Grasa"
9169,"15121903","15","12","19","03","Grasa fluoropolímero"
9170,"15121904","15","12","19","04","Grasa de lana"
9171,"15121905","15","12","19","05","Grasa térmica"
9172,"15131500","15","13","15","00","Combustible nuclear"
9173,"15131502","15","13","15","02","Uranio empobrecido"
9174,"15131503","15","13","15","03","Uranio enriquecido"
9175,"15131504","15","13","15","04","Iridio"
9176,"15131505","15","13","15","05","Plutonio enriquecido"
9177,"15131506","15","13","15","06","Plutonio empobrecido"
9178,"15131600","15","13","16","00","Instalación de combustible de fisión"
9179,"15131601","15","13","16","01","Barra de combustible nuclear"
9180,"20101500","20","10","15","00","Equipo de corte"
9181,"20101501","20","10","15","01","Equipo de minería continua"
9182,"20101502","20","10","15","02","Cizallas de pared alta"
9183,"20101503","20","10","15","03","Cortadores de carbón"
9184,"20101504","20","10","15","04","Cortadores de roca"
9185,"20101505","20","10","15","05","Cadena de corte para minería"
9186,"20101506","20","10","15","06","Barra de corte"
9187,"20101600","20","10","16","00","Cribas y equipos de alimentación"
9188,"20101601","20","10","16","01","Pantallas"
9189,"20101602","20","10","16","02","Alimentadores"
9190,"20101603","20","10","16","03","Pantalla de hoyo de desagüe"
9191,"20101617","20","10","16","17","Motorreductor"
9192,"20101618","20","10","16","18","Canaleta alimentadora"
9193,"20101619","20","10","16","19","Banda alimentadora para pesar"
9194,"20101620","20","10","16","20","Vibro – alimentador electromagnético"
9195,"20101621","20","10","16","21","Vibro – alimentador electromecánico"
9196,"20101700","20","10","17","00","Trituradoras, quebrantadoras y amoladores"
9197,"20101701","20","10","17","01","Trituradores de roca"
9198,"20101702","20","10","17","02","Trituradores de rollo"
9199,"20101703","20","10","17","03","Trituradores de cono"
9200,"20101704","20","10","17","04","Trituradores giratorios"
9201,"20101705","20","10","17","05","Trituradores de impacto"
9202,"20101706","20","10","17","06","Trituradores de mandíbula"
9203,"20101707","20","10","17","07","Plantas de trituración"
9204,"20101708","20","10","17","08","Molino de varilla"
9205,"20101709","20","10","17","09","Molino de bola"
9206,"20101710","20","10","17","10","Maquinaria de pulverización"
9207,"20101711","20","10","17","11","Rompedores de roca"
9208,"20101712","20","10","17","12","Moledores de roca"
9209,"20101713","20","10","17","13","Moledoras de ciclón o vórtex"
9210,"20101714","20","10","17","14","Placas de mandíbula"
9211,"20101715","20","10","17","15","Broca trituradora"
9212,"20101716","20","10","17","16","Martillo triturador"
9213,"20101800","20","10","18","00","Sistemas mecanizados de soporte en tierra"
9214,"20101801","20","10","18","01","Apernador de cable"
9215,"20101802","20","10","18","02","Apernador de tijera"
9216,"20101803","20","10","18","03","Apernador de boom"
9217,"20101804","20","10","18","04","Equipo para aplicar concreto lanzado o shotcrete"
9218,"20101805","20","10","18","05","Repuestos o accesorios de sistema mecanizado de soporte en tierra"
9219,"20101810","20","10","18","10","Conmutadores"
9220,"20101900","20","10","19","00","Sistemas secundarios de ruptura de roca"
9221,"20101901","20","10","19","01","Sistema blockholer o taladro y cargue"
9222,"20101902","20","10","19","02","Sistemas de impacto repetitivo"
9223,"20101903","20","10","19","03","Repuestos o accesorios de sistema secundario de ruptura de roca"
9224,"20102000","20","10","20","00","Sistemas de exploración y desarrollo"
9225,"20102001","20","10","20","01","Taladros de barreno profundo en el hoyo ith o abajo del hoyo dth"
9226,"20102002","20","10","20","02","Taladros de barreo profundo de martillo superior"
9227,"20102003","20","10","20","03","Jumbos neumáticos para perforación de pozos"
9228,"20102004","20","10","20","04","Jumbos hidráulicos para perforación de pozos"
9229,"20102005","20","10","20","05","Jumbos neumáticos de desarrollo horizontal"
9230,"20102006","20","10","20","06","Jumbos hidráulicos de desarrollo horizontal"
9231,"20102007","20","10","20","07","Taladros de núcleo"
9232,"20102008","20","10","20","08","Repuestos o accesorios de sistema de exploración o desarrollo"
9233,"20102100","20","10","21","00","Barrenas de rocas"
9234,"20102101","20","10","21","01","Taladros de roca neumáticos"
9235,"20102102","20","10","21","02","Taladros de roca hidráulicos"
9236,"20102103","20","10","21","03","Taladros de roca manuales"
9237,"20102104","20","10","21","04","Repuestos y accesorios de taladros de roca"
9238,"20102105","20","10","21","05","Broca o barrena de acero"
9239,"20102106","20","10","21","06","Broca o barrena de vacío"
9240,"20102200","20","10","22","00","Maquinaria de cargue de explosivos"
9241,"20102201","20","10","22","01","Maquinaria para cargar nitrato de amonio y fuel oil - anfo"
9242,"20102202","20","10","22","02","Maquinaria para cargar emulsión"
9243,"20102203","20","10","22","03","Repuestos y accesorios para maquinaria de cargue de explosivos"
9244,"20102300","20","10","23","00","Vehículos de servicio de minería subterránea"
9245,"20102301","20","10","23","01","Transporte de personal"
9246,"20102302","20","10","23","02","Vehículos grúa"
9247,"20102303","20","10","23","03","Cama bajas para el transporte de material"
9248,"20102304","20","10","23","04","Transportadores de carga a granel"
9249,"20102305","20","10","23","05","Vehículos utilitarios"
9250,"20102306","20","10","23","06","Vehículos de plataforma elevable o elevadores de tijera"
9251,"20102307","20","10","23","07","Repuestos o accesorios de vehículo de servicio minero subterráneo"
9252,"20111500","20","11","15","00","Equipo de exploración y perforación"
9253,"20111504","20","11","15","04","Equipos para perforar pozos de agua"
9254,"20111505","20","11","15","05","Equipo para la exploración de uranio"
9255,"20111600","20","11","16","00","Maquinaria de perforación y explotación"
9256,"20111601","20","11","16","01","Maquinaria de sondeo o de perforación"
9257,"20111602","20","11","16","02","Maquinaria de ensamble en fondo de pozo"
9258,"20111603","20","11","16","03","Martillos perforadores"
9259,"20111604","20","11","16","04","Taladro sobre orugas"
9260,"20111606","20","11","16","06","Vibradores neumáticos"
9261,"20111607","20","11","16","07","Maquinaria para hacer túneles"
9262,"20111608","20","11","16","08","Martillos de poder"
9263,"20111609","20","11","16","09","Taladro de platina"
9264,"20111610","20","11","16","10","Maquinaria de inspección de alcantarillas"
9265,"20111611","20","11","16","11","Taladros giratorios"
9266,"20111612","20","11","16","12","Taladros de perforación de pozos"
9267,"20111613","20","11","16","13","Taladros de barreno profundo"
9268,"20111614","20","11","16","14","Brocas industriales"
9269,"20111615","20","11","16","15","Perforadora de avance"
9270,"20111616","20","11","16","16","Torre de perforación"
9271,"20111617","20","11","16","17","Carros de perforación"
9272,"20111618","20","11","16","18","Caña de pecar de fondo de pozo"
9273,"20111619","20","11","16","19","Cono de perforación de pozos"
9274,"20111620","20","11","16","20","Agarre de martillo"
9275,"20111621","20","11","16","21","Oscilador de revestimiento"
9276,"20111622","20","11","16","22","Taladro de circulación reversa"
9277,"20111623","20","11","16","23","Almeja de diafragma de muro"
9278,"20111700","20","11","17","00","Accesorios de perforación y explotación"
9279,"20111701","20","11","17","01","Instrumentos audiovisuales para inspección de pozos"
9280,"20111702","20","11","17","02","Tapones o anclajes de tubos"
9281,"20111703","20","11","17","03","Recubrimientos de perforación"
9282,"20111704","20","11","17","04","Pantallas de perforación"
9283,"20111705","20","11","17","05","Puntos de pozo"
9284,"20111706","20","11","17","06","Cuñas de perforación"
9285,"20111707","20","11","17","07","Adaptadores de herramientas de perforación"
9286,"20111708","20","11","17","08","Columnas de perforación"
9287,"20111709","20","11","17","09","Herramientas o kits de accesorios para perforar pozos"
9288,"20111710","20","11","17","10","Kit de reparación de tapones y tuberías de perforación"
9289,"20111711","20","11","17","11","Partes y accesorios de tuberías de perforación"
9290,"20111712","20","11","17","12","Tubo de lavado"
9291,"20111713","20","11","17","13","Mástil de perforación"
9292,"20111714","20","11","17","14","Conector de tubería flexible"
9293,"20111715","20","11","17","15","Recubrimiento de tajo del sitio del pozo"
9294,"20121000","20","12","10","00","Equipo acidificante"
9295,"20121001","20","12","10","01","Unidades de mezcla acidificante"
9296,"20121002","20","12","10","02","Sensores de densidad acidificante"
9297,"20121003","20","12","10","03","Unidades de bombeo acidificante"
9298,"20121004","20","12","10","04","Unidades acidificantes"
9299,"20121005","20","12","10","05","Tubería de aire acidificante"
9300,"20121006","20","12","10","06","Inyectores de bola acidificantes"
9301,"20121007","20","12","10","07","Equipo de ácido líquido a granel"
9302,"20121008","20","12","10","08","Cajas de gota acidificante"
9303,"20121009","20","12","10","09","Medidores de acidificación"
9304,"20121010","20","12","10","10","Cajas de unión de acidificación"
9305,"20121011","20","12","10","11","Sensores de presión de acidificación"
9306,"20121012","20","12","10","12","Tubería de proceso acidificante"
9307,"20121013","20","12","10","13","Uniones estrechas de acidificación"
9308,"20121014","20","12","10","14","Pivotes de acidificación"
9309,"20121015","20","12","10","15","Hierros de tratamiento de acidificación"
9310,"20121016","20","12","10","16","Protectores de árboles de acidificación"
9311,"20121100","20","12","11","00","Equipo para cementar"
9312,"20121101","20","12","11","01","Unidades de mezclado"
9313,"20121102","20","12","11","02","Tapones de puente"
9314,"20121103","20","12","11","03","Equipo de cemento líquido a granel"
9315,"20121104","20","12","11","04","Equipo de material de cemento a granel"
9316,"20121105","20","12","11","05","Sensores de densidad del cemento"
9317,"20121106","20","12","11","06","Unidades de flotación de cemento a granel"
9318,"20121107","20","12","11","07","Herramientas de flotación de cemento"
9319,"20121108","20","12","11","08","Tapones limpiadores de equipo de flotación de cemento"
9320,"20121109","20","12","11","09","Unidades de bombeo de cemento"
9321,"20121110","20","12","11","10","Retenedores de cemento"
9322,"20121111","20","12","11","11","Centralizadores"
9323,"20121112","20","12","11","12","Acoples de pestillo expreso"
9324,"20121113","20","12","11","13","Collares de flotación"
9325,"20121114","20","12","11","14","Zapatas de flotación"
9326,"20121115","20","12","11","15","Herramientas para cementación de campos petroleros"
9327,"20121116","20","12","11","16","Tapones recuperables de cementación"
9328,"20121118","20","12","11","18","Cabezales de cemento bajo el mar"
9329,"20121119","20","12","11","19","Cabezales de cemento en superficie"
9330,"20121120","20","12","11","20","Centralizador de arco"
9331,"20121121","20","12","11","21","Centralizador de cuchilla"
9332,"20121122","20","12","11","22","Centralizador sub de arco"
9333,"20121123","20","12","11","23","Kit de herramientas de cementación"
9334,"20121124","20","12","11","24","Kit de equipo de flotación de cemento"
9335,"20121125","20","12","11","25","Kit de retención de cemento"
9336,"20121126","20","12","11","26","Partes y accesorios del centralizador"
9337,"20121127","20","12","11","27","Estabilizador"
9338,"20121128","20","12","11","28","Herramienta de torque y arrastre de reducción"
9339,"20121129","20","12","11","29","Partes y accesorios de la herramienta de torque y arrastre de reducción"
9340,"20121130","20","12","11","30","Partes y accesorios del tapón de puente"
9341,"20121200","20","12","12","00","Equipo de fracturar"
9342,"20121201","20","12","12","01","Equipo de fractura líquida a granel"
9343,"20121202","20","12","12","02","Equipo de fractura a granel usando unidades de soporte"
9344,"20121203","20","12","12","03","Unidades de control de fracturación"
9345,"20121204","20","12","12","04","Sensores de densidad de fracturación"
9346,"20121205","20","12","12","05","Unidades múltiples de fracturación"
9347,"20121206","20","12","12","06","Equipo de transporte de fracturación usando unidades de soporte"
9348,"20121207","20","12","12","07","Unidades de bombeo de fracturación"
9349,"20121208","20","12","12","08","Unidades de mezclado de lechada fracturación"
9350,"20121209","20","12","12","09","Unidades de mezcla de gel"
9351,"20121210","20","12","12","10","Misiles de fracturación"
9352,"20121211","20","12","12","11","Monitores de integridad de bombeo"
9353,"20121212","20","12","12","12","Tapones de servicio de fracturación"
9354,"20121213","20","12","12","13","Unidades de estimulación de bombeo"
9355,"20121300","20","12","13","00","Equipo de control de arena"
9356,"20121301","20","12","13","01","Tapones obturadores"
9357,"20121302","20","12","13","02","Flotadores"
9358,"20121303","20","12","13","03","Sistemas frac pack"
9359,"20121304","20","12","13","04","Sistemas paquete de gravilla"
9360,"20121305","20","12","13","05","Zapatas guía"
9361,"20121306","20","12","13","06","Boquillas de acometida"
9362,"20121307","20","12","13","07","Acoples de conformación"
9363,"20121308","20","12","13","08","Rebosamientos de tuberías de producción"
9364,"20121309","20","12","13","09","Obturadores de control de arena"
9365,"20121310","20","12","13","10","Equipo de granel líquido para control de arena"
9366,"20121311","20","12","13","11","Equipo que usa unidades de soporte para control de arena a granel"
9367,"20121312","20","12","13","12","Sensores de densidad de control de arena"
9368,"20121313","20","12","13","13","Unidades múltiples de control de arena"
9369,"20121314","20","12","13","14","Equipo de transporte de arena usando unidades de soporte"
9370,"20121315","20","12","13","15","Unidades control de bombeo de arena"
9371,"20121316","20","12","13","16","Pantallas de control de arena"
9372,"20121317","20","12","13","17","Unidades de mezclado de lechada control de arena"
9373,"20121318","20","12","13","18","Detectores de arena"
9374,"20121319","20","12","13","19","Localizadores de ensamble de sello"
9375,"20121320","20","12","13","20","Uniones de cizalla"
9376,"20121321","20","12","13","21","Herramientas de levantamiento de manga"
9377,"20121322","20","12","13","22","Mangas deslizantes"
9378,"20121323","20","12","13","23","Cuerdas de velocidad"
9379,"20121324","20","12","13","24","Anillo de control de arena"
9380,"20121325","20","12","13","25","Patrón de tubo muescado"
9381,"20121326","20","12","13","26","Partes y accesorios de pantalla de control de arena"
9382,"20121400","20","12","14","00","Herramientas y equipo de terminación"
9383,"20121401","20","12","14","01","Subs de atrapado de bola"
9384,"20121402","20","12","14","02","Uniones de voladura"
9385,"20121403","20","12","14","03","Boquillas de voladura"
9386,"20121404","20","12","14","04","Tapón calibrador de cierre"
9387,"20121405","20","12","14","05","Dispositivos de circulación de producción"
9388,"20121406","20","12","14","06","Equipo de prueba de culminación"
9389,"20121407","20","12","14","07","Protectores de línea de control"
9390,"20121408","20","12","14","08","Herramientas de deflexión"
9391,"20121409","20","12","14","09","Uniones de expansión de culminación"
9392,"20121410","20","12","14","10","Acoples de flujo"
9393,"20121411","20","12","14","11","Equipo de elevación de gas"
9394,"20121412","20","12","14","12","Herramientas de estabilización de colgador"
9395,"20121413","20","12","14","13","Bombas hidráulicas de culminación"
9396,"20121414","20","12","14","14","Herramientas hidráulicas de curado"
9397,"20121415","20","12","14","15","Sistemas de inyección"
9398,"20121416","20","12","14","16","Boquillas de estabilización"
9399,"20121417","20","12","14","17","Colgadores de línea"
9400,"20121418","20","12","14","18","Herramientas de halar tapones"
9401,"20121419","20","12","14","19","Herramientas de correr tapones"
9402,"20121420","20","12","14","20","Tapones de producción"
9403,"20121421","20","12","14","21","Equipos de bombeo a través de la línea de flujo"
9404,"20121422","20","12","14","22","Uniones de seguridad de culminación"
9405,"20121423","20","12","14","23","Ensambles de sello de culminación"
9406,"20121424","20","12","14","24","Sello hoyo u hoyo pulido"
9407,"20121425","20","12","14","25","Mandriles de bolsillos laterales"
9408,"20121427","20","12","14","27","Válvulas de seguridad sub – superficie"
9409,"20121428","20","12","14","28","Uniones de desplazamiento"
9410,"20121429","20","12","14","29","Anclajes de tubería"
9411,"20121430","20","12","14","30","Ensamblajes de flujo paralelo"
9412,"20121431","20","12","14","31","Tapón inflable"
9413,"20121432","20","12","14","32","Partes y accesorios de válvula de control de pozo"
9414,"20121433","20","12","14","33","Kit de reparación de culminación de hoyo revestido"
